Episode #0 Angle PID Val: Kp 29.544282878767778, Ki 24.262401949823612, Kd 8.794453978080183. X PID Val: Kp 10.711152801412, Ki 4.540861304257912, Kd 6.830010641947561
Episode #449 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #450 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #451 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #452 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #453 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #454 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #455 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #456 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #457 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #458 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #459 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #460 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #461 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #462 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #463 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #464 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #465 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #466 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #467 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #468 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #469 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #470 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #471 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #472 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #473 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #474 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #475 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #476 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #477 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #478 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #479 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #480 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #481 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #482 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #483 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #484 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #485 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #486 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #487 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #488 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #489 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #490 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #491 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #492 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #493 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #494 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #495 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #496 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #497 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #498 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #499 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #500 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #501 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #502 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #503 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #504 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #505 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #506 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #507 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #508 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #509 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #510 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #511 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #512 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #513 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #514 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #515 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #516 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #517 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #518 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #519 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #520 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #521 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #522 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #523 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #524 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #525 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #526 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #527 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #528 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #529 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #530 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #531 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #532 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #533 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #534 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #535 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #536 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #537 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #538 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #539 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #540 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #541 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #542 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #543 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #544 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #545 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #546 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #547 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #548 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #549 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #550 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #551 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #552 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #553 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #554 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #555 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #556 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #557 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #558 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #559 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #560 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #561 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #562 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #563 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #564 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #565 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #566 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #567 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #568 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #569 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #570 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #571 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #572 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #573 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #574 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #575 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #576 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #577 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #578 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #579 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #580 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #581 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #582 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #583 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #584 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #585 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #586 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #587 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #588 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #589 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #590 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #591 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #592 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #593 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #594 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #595 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #596 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #597 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #598 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #599 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
